"rssi","uuid","eventId","logType","timeStamp"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766546"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766639"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766641"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766643"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766644"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766646"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766764"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766766"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766768"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766770"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766772"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766891"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766894"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766896"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766898"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400766901"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767015"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767017"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767019"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767021"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767023"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767367"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767368"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767369"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767371"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767374"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767480"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767481"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767483"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767485"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767487"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767595"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767597"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767599"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767601"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767603"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767721"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767723"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767725"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767727"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767729"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767844"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767845"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767848"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767849"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767852"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767971"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767973"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767975"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767977"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400767978"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768096"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768097"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768099"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768101"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768104"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768194"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768196"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768198"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768200"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768202"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768319"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768320"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768321"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768324"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768325"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768447"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768449"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768451"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768453"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768454"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768569"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768571"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768573"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768576"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768578"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768693"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768695"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768697"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768699"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768701"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768827"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768828"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768830"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768832"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768834"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768953"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768955"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768956"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768959"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400768960"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769049"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769050"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769052"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769054"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769056"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769173"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769175"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769176"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769178"
"-85","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769180"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769302"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769303"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769304"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769306"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769307"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769425"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769427"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769429"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769430"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769432"
"-88","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769549"
"-88","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769550"
"-88","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769552"
"-88","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769554"
"-88","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769556"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769651"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769653"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769654"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769656"
"-86","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769658"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769774"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769776"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769777"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769780"
"-78","9e1cec2d-9462-4c84-b3c7-c10dcb2febaa","0","0","1647400769782"
