,rssi,target
171,-88,1
172,-81,0
173,-99,0
174,-79,1
175,-90,1
176,-78,0
177,-88,0
178,-76,0
179,-91,0
180,-84,0
181,-81,0
182,-84,0
183,-80,0
184,-92,0
185,-87,0
186,-91,0
187,-88,0
188,-86,0
189,-71,1
190,-80,0
191,-75,0
192,-67,1
193,-97,1
194,-89,0
195,-91,0
196,-83,0
197,-72,1
198,-94,0
199,-94,0
200,-70,0
201,-93,0
202,-89,0
203,-84,0
204,-90,1
205,-74,1
206,-76,1
207,-79,1
208,-90,1
209,-88,0
210,-90,0
211,-74,0
212,-79,1
213,-93,0
214,-75,0
215,-74,0
216,-87,1
217,-74,1
218,-88,0
219,-82,0
220,-80,0
221,-90,0
222,-90,0
223,-85,0
224,-80,0
225,-77,1
226,-96,0
227,-77,0
228,-91,0
229,-88,1
230,-71,0
231,-92,0
232,-81,0
233,-76,0
234,-88,0
235,-85,0
236,-94,0
237,-93,1
238,-74,1
239,-90,0
240,-88,0
241,-86,1
242,-69,1
243,-86,1
244,-76,0
245,-97,0
246,-80,0
247,-93,0
248,-94,0
249,-80,0
250,-71,0
251,-78,0
252,-92,0
253,-89,0
254,-72,1
255,-94,1
256,-87,0
257,-86,1
258,-92,0
259,-76,0
260,-99,0
261,-99,0
262,-74,1
263,-89,1
264,-76,0
265,-72,1
266,-73,0
267,-81,1
268,-91,0
269,-71,0
270,-71,1
271,-76,1
272,-71,1
273,-98,0
274,-76,0
275,-74,1
276,-88,0
277,-87,1
278,-80,1
279,-80,1
280,-93,0
281,-94,0
282,-85,0
283,-83,1
284,-75,0
285,-87,0
286,-81,0
287,-73,0
288,-94,1
289,-74,0
290,-97,0
291,-72,0
292,-98,0
293,-92,0
294,-86,0
295,-84,0
296,-92,0
297,-79,0
298,-79,0
299,-90,0
300,-77,1
301,-74,0
302,-74,0
303,-83,1
304,-85,1
305,-80,0
306,-91,0
307,-92,0
308,-80,0
309,-85,1
310,-71,1
311,-100,0
312,-97,0
313,-73,0
314,-81,0
315,-79,0
316,-70,1
317,-93,0
318,-94,0
319,-95,0
320,-85,0
321,-86,1
322,-102,0
323,-85,1
324,-82,0
325,-69,1
326,-93,0
327,-77,0
328,-68,0
329,-77,1
330,-86,0
331,-94,0
332,-91,0
333,-73,0
334,-90,0
335,-76,1
336,-78,0
337,-89,0
338,-79,0
339,-91,0
340,-87,0
341,-88,0
342,-88,0
343,-76,0
344,-82,0
345,-71,1
346,-96,0
347,-75,0
348,-88,0
349,-100,0
350,-84,0
351,-86,0
352,-76,1
353,-77,0
354,-69,0
355,-94,1
356,-93,0
357,-71,0
358,-74,1
359,-86,0
360,-80,0
361,-87,0
362,-92,0
363,-93,0
364,-80,0
365,-90,0
366,-85,0
367,-76,1
368,-80,0
369,-80,0
370,-68,0
371,-68,1
372,-72,1
373,-89,0
374,-81,1
375,-80,1
376,-75,1
377,-81,1
378,-69,1
379,-76,1
380,-95,0
381,-82,1
382,-76,0
383,-82,0
384,-68,0
385,-99,0
386,-80,1
387,-86,0
388,-85,0
389,-91,0
390,-80,0
391,-79,1
392,-88,0
393,-79,0
394,-86,0
395,-88,0
396,-92,0
397,-87,1
398,-70,0
399,-91,1
400,-91,0
401,-78,0
402,-78,0
403,-91,0
404,-71,0
405,-85,1
406,-94,0
407,-66,1
408,-99,0
409,-69,1
410,-87,0
411,-91,0
412,-83,0
413,-81,0
414,-81,0
415,-90,1
416,-89,0
417,-67,1
418,-87,0
419,-75,0
420,-82,0
421,-84,0
422,-80,0
423,-96,0
424,-74,1
425,-78,0
426,-85,0
427,-71,0
428,-80,0
429,-85,0
430,-99,0
431,-80,1
432,-77,1
433,-94,0
434,-74,1
435,-85,1
436,-79,0
437,-79,0
438,-77,1
439,-77,0
440,-90,1
441,-91,0
442,-85,0
443,-92,0
444,-83,0
445,-89,0
446,-91,0
447,-91,1
448,-91,1
449,-96,0
450,-86,1
451,-88,0
452,-86,0
453,-71,1
454,-70,1
455,-99,0
456,-93,0
457,-78,0
458,-88,0
459,-80,1
460,-73,1
461,-78,1
462,-87,0
463,-69,1
464,-75,0
465,-88,0
466,-80,0
467,-80,0
468,-75,0
469,-92,0
470,-77,0
471,-74,1
472,-88,0
473,-78,0
474,-88,0
475,-90,1
476,-79,0
477,-78,0
478,-70,1
479,-87,1
480,-91,0
481,-71,1
482,-80,1
483,-92,0
484,-69,0
485,-76,0
486,-94,0
487,-98,0
488,-82,0
489,-88,1
490,-88,0
491,-82,1
492,-91,0
493,-84,0
494,-93,0
495,-89,0
496,-78,0
497,-90,0
498,-83,0
499,-86,1
500,-80,0
501,-86,0
502,-84,0
503,-77,0
504,-71,0
505,-94,0
506,-84,0
507,-82,1
508,-89,0
509,-79,0
510,-77,1
511,-84,0
512,-85,1
513,-100,0
514,-81,0
515,-72,0
516,-73,0
517,-85,0
518,-89,0
519,-96,0
520,-90,0
521,-89,0
522,-71,1
523,-71,1
524,-99,0
525,-87,0
526,-84,1
527,-84,0
528,-90,0
529,-70,1
530,-79,1
531,-91,0
532,-96,0
533,-73,0
534,-77,0
535,-77,0
536,-91,1
537,-80,0
538,-73,1
539,-93,0
540,-78,1
541,-72,1
542,-82,1
543,-84,1
544,-85,1
545,-95,0
546,-99,0
547,-96,0
548,-77,1
549,-81,1
550,-97,0
551,-78,0
552,-70,0
553,-79,0
554,-66,1
555,-86,1
556,-91,1
557,-93,0
558,-80,1
559,-92,0
560,-97,0
561,-85,0
562,-80,1
563,-93,1
564,-75,1
565,-84,0
566,-91,1
567,-85,0
568,-88,0
569,-74,1
570,-92,0
571,-94,0
572,-86,0
573,-70,1
574,-85,0
575,-87,0
576,-86,0
577,-85,0
578,-87,0
579,-98,0
580,-91,1
581,-92,0
582,-68,0
583,-72,1
584,-68,0
585,-89,1
586,-80,0
587,-89,1
588,-93,1
589,-76,0
590,-91,0
591,-84,0
592,-97,0
593,-89,0
594,-78,0
595,-100,0
596,-91,0
597,-88,0
598,-70,1
599,-76,1
600,-88,0
601,-87,0
602,-82,0
603,-89,0
604,-85,0
605,-90,0
606,-84,0
607,-74,1
608,-79,0
609,-88,0
610,-92,0
611,-83,0
612,-84,0
613,-90,0
614,-88,1
615,-71,1
616,-86,1
617,-87,0
618,-91,0
619,-78,1
620,-83,0
621,-99,0
622,-85,0
623,-94,0
624,-88,0
625,-89,0
626,-65,1
627,-91,0
628,-83,0
629,-80,1
630,-88,0
631,-81,0
632,-79,0
633,-84,0
634,-70,0
635,-96,0
636,-85,0
637,-81,1
638,-88,0
639,-76,1
640,-78,1
641,-99,0
642,-96,0
643,-99,0
644,-69,1
645,-66,1
646,-87,0
647,-74,1
648,-90,0
649,-93,1
650,-79,0
651,-76,1
652,-92,1
653,-79,0
654,-88,0
655,-71,0
656,-80,1
657,-80,0
658,-88,0
659,-81,1
660,-74,0
661,-78,0
662,-76,1
663,-96,0
664,-91,0
665,-90,0
666,-75,0
667,-91,0
668,-91,0
669,-69,1
670,-88,0
671,-81,0
672,-74,0
673,-75,1
674,-79,0
675,-98,0
676,-79,1
677,-71,0
678,-90,0
679,-74,0
680,-97,0
681,-85,1
682,-75,0
683,-93,0
684,-95,1
685,-85,0
686,-69,1
687,-79,1
688,-95,1
689,-88,0
690,-81,0
691,-80,1
692,-74,1
693,-88,0
694,-79,0
695,-68,0
696,-89,1
697,-79,0
698,-72,0
699,-89,0
700,-92,0
701,-97,0
702,-73,0
703,-83,0
704,-89,0
705,-86,0
706,-82,0
707,-74,0
708,-88,0
709,-92,0
710,-77,0
711,-94,0
712,-84,0
713,-87,0
714,-70,0
715,-73,1
716,-75,0
717,-89,0
718,-93,0
719,-85,0
720,-80,1
721,-79,0
722,-71,1
723,-98,0
724,-89,0
725,-91,0
726,-76,0
727,-80,0
728,-75,0
729,-84,0
730,-71,0
731,-80,0
732,-93,0
733,-94,0
734,-70,1
735,-99,0
736,-83,0
737,-91,0
738,-80,1
739,-70,1
740,-74,0
741,-82,1
742,-75,0
743,-92,0
744,-91,0
745,-72,1
746,-66,1
747,-78,1
748,-90,0
749,-89,0
750,-90,1
751,-86,1
752,-81,0
753,-78,0
754,-100,0
755,-78,0
756,-88,0
757,-96,0
758,-81,0
759,-86,1
760,-77,0
761,-87,0
762,-80,1
763,-80,1
764,-74,0
765,-76,0
766,-70,1
767,-80,1
768,-87,0
769,-90,1
770,-89,0
771,-73,1
772,-74,1
773,-79,1
774,-72,1
775,-84,0
776,-69,1
777,-90,0
778,-80,0
779,-74,0
780,-71,0
781,-89,0
782,-88,0
783,-84,0
784,-85,1
785,-80,1
786,-74,1
787,-82,1
788,-75,1
789,-75,0
790,-79,0
791,-86,0
792,-90,0
793,-80,0
794,-78,1
795,-90,1
796,-73,1
797,-72,1
798,-76,1
799,-77,1
800,-78,1
801,-82,0
802,-79,1
803,-84,0
804,-94,0
805,-76,0
806,-89,1
807,-85,0
808,-73,1
809,-89,0
810,-68,0
811,-85,1
812,-94,0
813,-82,1
814,-80,0
815,-76,1
816,-90,0
817,-75,1
818,-78,1
819,-95,1
820,-77,1
821,-86,0
822,-86,1
823,-85,0
824,-77,0
825,-95,0
826,-76,0
827,-92,0
828,-76,0
829,-80,1
830,-89,0
831,-81,0
832,-90,1
833,-80,0
834,-90,0
835,-99,0
836,-68,1
837,-79,1
838,-93,0
839,-90,0
840,-69,1
841,-98,0
842,-76,1
843,-78,0
844,-96,0
845,-77,0
846,-97,0
847,-81,0
848,-91,0
849,-82,0
850,-90,0
851,-83,1
852,-72,0
853,-83,0
854,-91,0
855,-85,0
856,-68,1
857,-91,0
858,-92,1
859,-79,0
860,-93,0
861,-90,0
862,-80,1
863,-70,1
864,-89,1
865,-77,0
866,-90,0
867,-91,0
868,-95,0
869,-88,0
870,-85,1
871,-86,0
872,-76,0
873,-89,0
874,-71,0
875,-77,0
876,-78,0
877,-75,1
878,-77,1
879,-90,0
880,-82,0
881,-72,0
882,-71,0
883,-91,0
884,-86,1
885,-83,0
886,-74,0
887,-74,1
888,-93,0
889,-77,0
890,-98,0
891,-89,0
892,-85,0
893,-82,1
894,-89,0
895,-77,1
896,-92,0
897,-82,0
898,-92,0
899,-84,1
900,-88,0
901,-99,0
902,-77,1
903,-81,0
904,-87,0
905,-71,1
906,-90,0
907,-71,0
908,-72,0
909,-97,0
910,-98,0
911,-75,0
912,-99,0
913,-85,0
914,-74,1
915,-88,0
916,-85,1
917,-72,1
918,-76,1
919,-78,0
920,-79,0
921,-94,0
922,-78,0
923,-94,0
924,-79,1
925,-92,0
926,-70,1
927,-80,1
928,-86,0
929,-81,0
930,-81,0
931,-69,1
932,-74,0
933,-82,0
934,-72,1
935,-99,1
936,-80,0
937,-75,0
938,-74,0
939,-85,0
940,-69,1
941,-76,1
942,-86,0
943,-96,0
944,-94,0
945,-92,0
946,-90,0
947,-92,1
948,-80,0
949,-98,0
950,-74,0
951,-87,0
952,-85,1
953,-71,1
954,-88,0
955,-79,0
956,-70,0
957,-93,0
958,-82,1
959,-87,0
960,-87,1
961,-87,0
962,-97,0
963,-71,0
964,-74,0
965,-80,1
966,-82,0
967,-88,0
968,-88,0
969,-94,0
970,-70,0
971,-88,0
972,-94,0
973,-89,0
974,-76,0
975,-86,1
976,-80,0
977,-92,1
978,-91,0
979,-75,1
980,-81,0
981,-76,0
982,-97,0
983,-80,1
984,-74,0
985,-87,0
986,-88,0
987,-94,0
988,-100,0
989,-84,0
990,-86,1
991,-89,0
992,-89,0
993,-94,0
994,-95,0
995,-93,0
996,-90,0
997,-84,1
998,-78,0
999,-78,1
1000,-79,1
1001,-91,0
1002,-86,0
1003,-89,0
1004,-89,0
1005,-82,0
1006,-90,0
1007,-86,0
1008,-79,0
1009,-94,1
1010,-71,1
1011,-85,0
1012,-91,0
1013,-71,1
1014,-73,0
1015,-85,1
1016,-78,1
1017,-69,0
1018,-89,1
1019,-77,0
1020,-70,1
1021,-88,1
1022,-88,0
1023,-82,0
1024,-91,0
1025,-77,0
1026,-84,0
1027,-87,0
1028,-72,1
1029,-75,1
1030,-87,0
1031,-90,0
1032,-82,1
1033,-82,0
1034,-93,0
1035,-84,1
1036,-73,0
1037,-82,0
1038,-78,0
1039,-89,0
1040,-83,0
1041,-80,1
1042,-80,1
1043,-87,1
1044,-88,0
1045,-77,1
1046,-90,0
1047,-94,0
1048,-84,0
1049,-82,1
1050,-80,0
1051,-89,0
1052,-84,0
1053,-72,0
1054,-85,0
1055,-84,0
1056,-82,0
1057,-91,0
1058,-86,0
1059,-86,0
1060,-85,1
1061,-96,0
1062,-80,0
1063,-85,1
1064,-92,0
1065,-88,0
1066,-92,0
1067,-80,1
1068,-87,0
1069,-82,0
1070,-82,0
1071,-92,0
1072,-82,0
1073,-87,0
1074,-87,0
1075,-83,0
1076,-90,0
1077,-84,0
1078,-78,1
1079,-84,0
1080,-79,0
1081,-81,0
1082,-69,0
1083,-88,0
1084,-82,1
1085,-96,1
1086,-71,0
1087,-76,0
1088,-76,1
1089,-96,0
1090,-94,0
1091,-81,0
1092,-93,1
1093,-76,0
1094,-84,0
1095,-70,0
1096,-88,0
1097,-90,1
1098,-84,1
1099,-95,0
1100,-89,1
1101,-91,1
1102,-88,1
1103,-82,1
1104,-82,1
1105,-97,0
1106,-82,0
1107,-89,0
1108,-80,0
1109,-94,0
1110,-73,1
1111,-75,0
1112,-80,0
1113,-72,1
1114,-77,1
1115,-83,1
1116,-90,1
1117,-87,0
1118,-78,0
1119,-80,0
1120,-87,0
1121,-73,1
1122,-92,0
1123,-89,0
1124,-80,1
1125,-78,1
1126,-80,0
1127,-71,1
1128,-91,0
1129,-71,1
1130,-87,0
1131,-84,0
1132,-78,0
1133,-80,0
1134,-71,1
1135,-85,0
1136,-83,0
1137,-97,0
1138,-81,1
1139,-78,1
1140,-80,1
1141,-90,0
1142,-89,0
1143,-77,0
1144,-76,1
1145,-77,0
1146,-68,1
1147,-74,1
1148,-82,0
1149,-89,0
1150,-83,0
1151,-82,1
1152,-76,0
1153,-83,0
1154,-81,1
1155,-86,0
1156,-79,0
1157,-82,0
1158,-91,1
1159,-88,0
1160,-76,1
1161,-91,0
1162,-93,1
1163,-69,0
1164,-92,0
1165,-94,0
1166,-90,0
1167,-87,0
1168,-94,0
1169,-84,0
1170,-71,0
1171,-92,0
1172,-68,0
1173,-97,0
1174,-70,1
1175,-91,0
1176,-85,0
1177,-97,1
1178,-85,0
1179,-88,0
1180,-83,1
1181,-90,0
1182,-89,0
1183,-96,0
1184,-90,0
1185,-76,0
1186,-71,0
1187,-91,1
1188,-80,0
1189,-72,1
1190,-82,0
1191,-73,1
1192,-96,0
1193,-94,0
1194,-94,0
1195,-83,0
1196,-74,0
1197,-74,0
1198,-93,0
1199,-99,0
1200,-81,0
1201,-79,1
1202,-91,1
1203,-86,0
1204,-83,0
1205,-74,0
1206,-74,1
1207,-79,1
1208,-77,1
1209,-77,0
1210,-95,0
1211,-81,0
1212,-93,0
1213,-87,1
1214,-73,1
1215,-93,1
1216,-86,1
1217,-69,1
1218,-81,0
1219,-71,0
1220,-89,0
1221,-85,0
1222,-84,1
1223,-95,1
1224,-95,0
1225,-94,0
1226,-82,0
1227,-68,1
1228,-80,1
1229,-74,1
1230,-91,0
1231,-74,1
1232,-80,1
1233,-80,0
1234,-85,1
1235,-89,0
1236,-92,1
1237,-73,0
1238,-88,0
1239,-86,0
1240,-84,0
1241,-70,0
1242,-92,0
1243,-71,0
1244,-87,0
1245,-70,0
1246,-94,0
1247,-90,0
1248,-70,1
1249,-78,0
1250,-94,0
1251,-88,0
1252,-77,0
1253,-75,0
1254,-95,0
1255,-78,0
1256,-96,1
1257,-83,1
1258,-77,0
1259,-99,0
1260,-75,0
1261,-77,1
1262,-92,0
1263,-86,1
1264,-89,0
1265,-76,0
1266,-86,0
1267,-92,0
1268,-87,1
1269,-77,1
1270,-72,1
1271,-87,0
1272,-81,0
1273,-80,1
1274,-71,1
1275,-89,0
1276,-69,1
1277,-98,0
1278,-67,0
1279,-95,0
1280,-93,0
1281,-78,0
1282,-81,0
1283,-91,0
1284,-69,1
1285,-92,0
1286,-86,0
1287,-97,0
1288,-95,0
1289,-90,0
1290,-87,0
1291,-91,0
1292,-86,0
1293,-89,0
1294,-71,0
1295,-83,0
1296,-90,0
1297,-77,0
1298,-82,0
1299,-78,0
1300,-91,0
1301,-79,0
1302,-72,1
1303,-85,0
1304,-88,0
1305,-85,1
1306,-78,0
1307,-74,0
1308,-94,0
1309,-77,0
1310,-68,1
1311,-86,0
1312,-82,1
1313,-70,0
1314,-91,0
1315,-97,0
1316,-77,0
1317,-89,0
1318,-84,0
1319,-95,0
1320,-89,0
1321,-80,1
1322,-81,1
1323,-75,1
1324,-80,0
1325,-77,0
1326,-79,0
1327,-68,1
1328,-75,0
1329,-77,0
1330,-98,0
1331,-87,1
1332,-90,0
1333,-84,0
1334,-71,1
1335,-87,0
1336,-84,0
1337,-80,0
1338,-91,1
1339,-92,0
1340,-67,1
1341,-89,0
1342,-82,0
1343,-78,0
1344,-79,0
1345,-88,0
1346,-81,0
1347,-95,0
1348,-83,0
1349,-79,0
1350,-82,0
1351,-74,1
1352,-84,0
1353,-94,0
1354,-72,0
1355,-71,1
1356,-95,0
1357,-93,0
1358,-76,1
1359,-96,0
1360,-83,1
1361,-75,1
1362,-73,1
1363,-74,1
1364,-87,0
1365,-99,0
1366,-78,1
1367,-81,0
1368,-94,0
1369,-88,0
1370,-90,1
1371,-84,0
1372,-97,0
1373,-76,1
1374,-81,0
1375,-76,1
1376,-94,0
1377,-93,0
1378,-83,0
1379,-89,0
1380,-74,1
1381,-72,0
1382,-74,1
1383,-86,0
1384,-76,0
1385,-80,0
1386,-77,0
1387,-78,1
1388,-92,0
1389,-85,0
1390,-87,1
1391,-86,1
1392,-75,1
1393,-93,0
1394,-74,0
1395,-95,0
1396,-80,0
1397,-73,1
1398,-100,0
1399,-81,1
1400,-89,0
1401,-80,1
1402,-88,0
1403,-84,1
1404,-69,1
1405,-82,0
1406,-89,0
1407,-85,1
1408,-73,1
1409,-74,0
1410,-88,0
1411,-93,1
1412,-74,0
1413,-88,0
1414,-95,0
1415,-85,0
1416,-94,0
1417,-78,0
1418,-88,0
1419,-90,0
1420,-80,1
1421,-69,0
1422,-88,1
1423,-80,0
1424,-90,0
1425,-89,0
1426,-78,1
1427,-90,0
1428,-97,0
1429,-82,1
1430,-82,1
1431,-94,0
1432,-95,0
1433,-82,0
1434,-79,0
1435,-67,1
1436,-75,0
1437,-72,0
1438,-84,0
1439,-88,0
1440,-91,0
1441,-80,1
1442,-89,0
1443,-86,1
1444,-92,0
1445,-92,0
1446,-72,0
1447,-99,0
1448,-88,1
1449,-84,0
1450,-93,0
1451,-88,0
1452,-82,0
1453,-69,0
1454,-75,1
1455,-80,0
1456,-94,0
1457,-72,1
1458,-88,0
1459,-89,0
1460,-91,0
1461,-78,1
1462,-90,0
1463,-83,0
1464,-81,0
1465,-90,0
1466,-99,0
1467,-82,0
1468,-98,0
1469,-69,1
1470,-78,0
1471,-99,0
1472,-78,0
1473,-85,0
1474,-85,0
1475,-85,1
1476,-65,1
1477,-99,0
1478,-87,0
1479,-75,1
1480,-86,0
1481,-92,0
1482,-65,1
1483,-76,0
1484,-80,0
1485,-92,0
1486,-82,0
1487,-80,1
1488,-80,0
1489,-78,0
1490,-83,1
1491,-80,0
1492,-80,0
1493,-86,1
1494,-81,1
1495,-78,0
1496,-82,1
1497,-83,1
1498,-71,1
1499,-82,1
1500,-73,1
1501,-93,0
1502,-74,1
1503,-70,1
1504,-72,1
1505,-82,0
1506,-69,1
1507,-82,0
1508,-88,0
1509,-95,0
1510,-83,0
1511,-83,0
1512,-72,0
1513,-80,0
1514,-96,0
1515,-88,0
1516,-96,0
1517,-83,0
1518,-83,0
1519,-90,0
1520,-80,0
1521,-80,0
1522,-88,0
1523,-80,1
1524,-88,0
1525,-86,0
1526,-69,0
1527,-97,0
1528,-88,1
1529,-94,1
1530,-86,0
1531,-85,1
1532,-81,0
1533,-83,1
1534,-82,0
1535,-85,0
1536,-75,0
1537,-93,1
1538,-88,0
1539,-96,0
1540,-78,0
1541,-88,0
1542,-78,0
1543,-89,0
1544,-97,0
1545,-88,0
1546,-89,1
1547,-93,0
1548,-80,0
1549,-80,1
1550,-89,0
1551,-96,1
1552,-78,0
1553,-69,1
1554,-97,0
1555,-72,1
1556,-87,1
1557,-89,0
1558,-84,1
1559,-86,0
1560,-86,1
1561,-82,1
1562,-99,0
1563,-80,0
1564,-75,1
1565,-90,0
1566,-83,0
1567,-85,0
1568,-72,1
1569,-82,0
1570,-72,1
1571,-88,0
1572,-90,0
1573,-96,0
1574,-82,0
1575,-91,1
1576,-91,0
1577,-94,0
1578,-96,0
1579,-87,0
1580,-78,0
1581,-76,1
1582,-100,0
1583,-89,1
1584,-89,0
1585,-85,0
1586,-80,0
1587,-83,0
1588,-77,0
1589,-85,0
1590,-87,0
1591,-91,0
1592,-68,0
1593,-74,0
1594,-96,0
1595,-68,1
1596,-93,0
1597,-77,0
1598,-75,0
1599,-78,1
1600,-84,0
1601,-90,0
1602,-77,1
1603,-90,1
1604,-82,0
1605,-75,0
1606,-83,0
1607,-75,1
1608,-82,0
1609,-81,0
1610,-82,0
1611,-87,1
1612,-81,0
1613,-89,0
1614,-90,0
1615,-86,1
1616,-76,1
1617,-86,0
1618,-69,1
1619,-71,1
1620,-80,0
1621,-81,0
1622,-83,1
1623,-72,1
1624,-78,1
1625,-87,0
1626,-72,0
1627,-82,0
1628,-94,0
1629,-87,1
1630,-84,1
1631,-80,0
1632,-96,0
1633,-93,0
1634,-93,0
1635,-88,0
1636,-74,0
1637,-93,0
1638,-78,0
1639,-70,0
1640,-87,0
1641,-90,0
1642,-93,0
1643,-72,0
1644,-86,0
1645,-90,0
1646,-87,1
1647,-71,1
1648,-93,0
1649,-72,0
1650,-89,0
1651,-86,0
1652,-72,1
1653,-79,0
1654,-83,0
1655,-76,0
1656,-73,1
1657,-78,0
1658,-79,0
1659,-77,0
1660,-91,0
1661,-71,0
1662,-86,0
1663,-83,0
1664,-88,0
1665,-96,0
1666,-66,1
1667,-87,0
1668,-78,0
1669,-82,1
1670,-82,1
1671,-82,0
1672,-86,1
1673,-87,1
1674,-85,0
1675,-93,0
1676,-90,0
1677,-72,0
1678,-90,0
1679,-87,0
1680,-87,0
1681,-71,1
1682,-88,0
1683,-92,0
1684,-81,1
1685,-88,1
1686,-80,0
1687,-84,0
1688,-92,0
1689,-97,0
1690,-92,0
1691,-81,1
1692,-77,1
1693,-85,1
1694,-96,0
1695,-74,0
1696,-82,1
1697,-92,0
1698,-86,0
1699,-90,0
1700,-78,0
1701,-88,0
1702,-81,0
1703,-93,0
1704,-82,1
1705,-76,1
1706,-88,1
1707,-81,0
1708,-86,1
1709,-85,0
1710,-70,1
1711,-90,0
1712,-84,0
1713,-82,0
1714,-80,0
1715,-82,0
1716,-89,0
1717,-76,1
1718,-69,1
1719,-77,0
1720,-91,1
1721,-95,1
1722,-73,1
1723,-94,0
1724,-91,0
1725,-89,1
1726,-74,0
1727,-93,0
1728,-89,0
1729,-67,1
1730,-84,1
1731,-92,0
1732,-82,1
1733,-82,0
1734,-86,1
1735,-95,0
1736,-80,0
1737,-75,1
1738,-96,0
1739,-86,1
1740,-89,0
1741,-84,0
1742,-92,0
1743,-69,1
1744,-92,0
1745,-93,0
1746,-84,0
1747,-89,0
1748,-80,0
1749,-80,0
1750,-93,0
1751,-93,0
1752,-86,0
1753,-90,0
1754,-87,0
1755,-85,1
1756,-76,1
1757,-87,0
1758,-90,1
1759,-87,0
1760,-84,0
1761,-81,1
1762,-82,1
1763,-93,0
1764,-98,0
1765,-82,0
1766,-88,0
1767,-81,0
1768,-76,1
1769,-86,1
1770,-77,1
1771,-80,0
1772,-91,0
1773,-87,0
1774,-77,1
1775,-97,0
1776,-69,1
1777,-83,1
1778,-78,1
1779,-96,0
1780,-77,0
1781,-81,1
1782,-82,1
1783,-77,0
1784,-87,0
1785,-91,0
1786,-72,1
1787,-80,1
1788,-72,1
1789,-77,0
1790,-71,0
1791,-74,0
1792,-68,0
1793,-90,0
1794,-74,1
1795,-89,0
1796,-98,0
1797,-74,0
1798,-91,0
1799,-90,0
1800,-89,0
1801,-89,1
1802,-94,0
1803,-73,1
1804,-90,0
1805,-91,0
1806,-90,0
1807,-95,1
1808,-70,1
1809,-89,0
1810,-77,0
1811,-90,0
1812,-73,0
1813,-82,0
1814,-70,0
1815,-98,0
1816,-101,0
1817,-76,0
1818,-89,0
1819,-76,1
1820,-74,0
1821,-94,1
1822,-69,1
1823,-83,0
1824,-85,0
1825,-91,0
1826,-86,0
1827,-73,0
1828,-69,1
1829,-75,1
1830,-81,0
1831,-96,0
1832,-79,0
1833,-76,1
1834,-89,0
1835,-81,0
1836,-73,1
1837,-85,1
1838,-96,0
1839,-84,0
1840,-83,0
1841,-91,0
1842,-74,1
1843,-75,1
1844,-86,0
1845,-71,0
1846,-92,0
1847,-83,1
1848,-89,0
1849,-92,0
1850,-68,0
1851,-86,1
1852,-87,0
1853,-94,0
1854,-89,1
1855,-82,0
1856,-88,1
1857,-90,1
1858,-82,0
1859,-77,1
1860,-74,1
1861,-90,0
1862,-78,1
1863,-88,0
1864,-78,0
1865,-90,0
1866,-85,0
1867,-77,0
1868,-80,1
1869,-86,0
1870,-87,1
1871,-88,0
1872,-97,0
