,rssi,target
309,-97,0
310,-100,0
311,-98,0
312,-98,0
313,-96,0
314,-89,0
315,-90,0
316,-90,0
317,-96,0
318,-68,1
319,-100,0
320,-96,0
321,-100,0
322,-90,0
323,-97,0
324,-73,1
325,-70,1
326,-89,0
327,-100,0
328,-90,0
329,-96,0
330,-97,0
331,-89,0
332,-89,0
333,-100,0
334,-89,0
335,-67,1
336,-70,1
337,-89,0
338,-89,0
339,-99,0
340,-71,1
341,-89,0
342,-87,0
343,-92,0
344,-90,0
345,-66,1
346,-97,0
347,-68,1
348,-70,1
349,-70,1
350,-92,0
351,-90,0
352,-67,1
353,-89,0
354,-97,0
355,-90,0
356,-95,0
357,-101,0
358,-100,0
359,-95,0
360,-99,0
361,-97,0
362,-99,0
363,-98,0
364,-89,0
365,-89,0
366,-95,0
367,-100,0
368,-69,1
369,-70,1
370,-89,0
371,-68,1
372,-68,1
373,-94,0
374,-89,0
375,-100,0
376,-96,0
377,-71,1
378,-68,1
379,-99,0
380,-89,0
381,-88,0
382,-99,0
383,-70,1
384,-97,0
385,-66,1
386,-68,1
387,-89,0
388,-99,0
389,-89,0
390,-89,0
391,-71,1
392,-67,1
393,-70,1
394,-71,1
395,-90,0
396,-68,1
397,-90,0
398,-101,0
399,-99,0
400,-95,0
401,-68,1
402,-70,1
403,-95,0
404,-89,0
405,-69,1
406,-71,1
407,-89,0
408,-73,1
409,-90,0
410,-98,0
411,-99,0
412,-70,1
413,-66,1
414,-94,0
415,-100,0
416,-68,1
417,-99,0
418,-91,0
419,-70,1
420,-99,0
421,-95,0
422,-90,0
423,-99,0
424,-71,1
425,-90,0
426,-71,1
427,-89,0
428,-88,0
429,-70,1
430,-99,0
431,-89,0
432,-90,0
433,-65,1
434,-99,0
435,-100,0
436,-100,0
437,-89,0
438,-70,1
439,-90,0
440,-72,1
441,-89,0
442,-89,0
443,-69,1
444,-69,1
445,-90,0
446,-91,0
447,-89,0
448,-94,0
449,-96,0
450,-96,0
451,-96,0
452,-99,0
453,-91,0
454,-68,1
455,-100,0
456,-97,0
457,-89,0
458,-96,0
459,-67,1
460,-89,0
461,-70,1
462,-71,1
463,-100,0
464,-98,0
465,-67,1
466,-97,0
467,-67,1
468,-68,1
469,-71,1
470,-96,0
471,-100,0
472,-98,0
473,-66,1
474,-90,0
475,-67,1
476,-89,0
477,-88,0
478,-90,0
479,-66,1
480,-97,0
481,-75,1
482,-90,0
483,-67,1
484,-99,0
485,-89,0
486,-86,0
487,-99,0
488,-90,0
489,-100,0
490,-70,1
491,-68,1
492,-71,1
493,-95,0
494,-100,0
495,-69,1
496,-97,0
497,-89,0
498,-96,0
499,-71,1
500,-96,0
501,-72,1
502,-68,1
503,-89,0
504,-95,0
505,-67,1
506,-88,0
507,-94,0
508,-89,0
509,-72,1
510,-97,0
511,-67,1
512,-89,0
513,-69,1
514,-89,0
515,-101,0
516,-90,0
517,-69,1
518,-100,0
519,-89,0
520,-89,0
521,-71,1
522,-65,1
523,-96,0
524,-89,0
525,-70,1
526,-97,0
527,-97,0
528,-70,1
529,-90,0
530,-90,0
531,-66,1
532,-100,0
533,-100,0
534,-69,1
535,-91,0
536,-97,0
537,-72,1
538,-100,0
539,-90,0
540,-100,0
541,-70,1
542,-94,0
543,-96,0
544,-96,0
545,-71,1
546,-90,0
547,-99,0
548,-69,1
549,-99,0
550,-99,0
551,-96,0
552,-90,0
553,-99,0
554,-90,0
555,-94,0
556,-98,0
557,-90,0
558,-100,0
559,-99,0
560,-72,1
561,-99,0
562,-69,1
563,-89,0
564,-96,0
565,-100,0
566,-68,1
567,-89,0
568,-97,0
569,-70,1
570,-100,0
571,-89,0
572,-94,0
573,-99,0
574,-100,0
575,-97,0
576,-89,0
577,-99,0
578,-90,0
579,-96,0
580,-89,0
581,-96,0
582,-66,1
583,-90,0
584,-69,1
585,-70,1
586,-71,1
587,-99,0
588,-88,0
589,-89,0
590,-70,1
591,-89,0
592,-91,0
593,-68,1
594,-71,1
595,-99,0
596,-87,0
597,-97,0
598,-99,0
599,-74,1
600,-90,0
601,-96,0
602,-90,0
603,-90,0
604,-96,0
605,-97,0
606,-67,1
607,-98,0
608,-96,0
609,-70,1
610,-68,1
611,-96,0
612,-96,0
613,-71,1
614,-94,0
615,-100,0
616,-73,1
617,-100,0
618,-100,0
619,-97,0
620,-89,0
621,-96,0
622,-89,0
623,-99,0
624,-89,0
625,-100,0
626,-89,0
627,-68,1
628,-69,1
629,-89,0
630,-68,1
631,-95,0
632,-89,0
633,-67,1
634,-97,0
635,-70,1
636,-90,0
637,-100,0
638,-73,1
639,-97,1
640,-89,0
641,-96,0
642,-70,1
643,-99,0
644,-90,0
645,-88,0
646,-90,0
647,-90,0
648,-89,0
649,-90,0
650,-89,0
651,-99,0
652,-68,1
653,-99,0
654,-89,0
655,-99,0
656,-90,0
657,-90,0
658,-99,0
659,-89,0
660,-68,1
661,-86,0
662,-99,0
663,-95,0
664,-89,0
665,-69,1
666,-96,0
667,-66,1
668,-98,0
669,-90,0
670,-98,0
671,-96,0
672,-70,1
673,-90,0
674,-72,1
675,-70,1
676,-70,1
677,-71,1
678,-89,0
679,-90,0
680,-94,0
681,-66,1
682,-89,0
683,-89,0
684,-89,0
685,-100,0
686,-99,0
687,-95,0
688,-89,0
689,-69,1
690,-89,0
691,-71,1
692,-65,1
693,-99,0
694,-67,1
695,-89,0
696,-89,0
697,-69,1
698,-96,0
699,-99,0
700,-71,1
701,-67,1
702,-66,1
703,-66,1
704,-98,0
705,-98,0
706,-99,0
707,-68,1
708,-89,0
709,-90,0
710,-89,0
711,-99,0
712,-90,0
713,-68,1
714,-89,0
715,-89,0
716,-99,0
717,-69,1
718,-90,0
719,-71,1
720,-90,0
721,-90,0
722,-72,1
723,-67,1
724,-90,0
725,-67,1
726,-90,0
727,-71,1
728,-89,0
729,-67,1
730,-99,0
731,-90,0
732,-89,0
733,-90,0
734,-89,0
735,-68,1
736,-99,0
737,-93,0
738,-99,0
739,-71,1
740,-97,0
741,-89,0
742,-89,0
743,-69,1
744,-99,0
745,-89,0
746,-68,1
747,-97,0
748,-99,0
749,-97,0
750,-97,0
751,-99,0
752,-96,0
753,-68,1
754,-89,0
755,-96,0
756,-98,0
757,-68,1
758,-92,0
759,-97,0
760,-90,0
761,-90,0
762,-99,0
763,-68,1
764,-90,0
765,-96,0
766,-86,0
767,-95,0
768,-89,0
769,-72,1
770,-70,1
771,-100,0
772,-89,0
773,-70,1
774,-88,0
775,-90,0
776,-90,0
777,-91,0
778,-64,1
779,-89,0
780,-88,0
781,-99,0
782,-97,0
783,-93,0
784,-68,1
785,-98,0
786,-89,0
787,-99,0
788,-89,0
789,-90,0
790,-99,0
791,-98,0
792,-97,0
793,-72,1
794,-100,0
795,-89,0
796,-98,0
797,-69,1
798,-89,0
799,-90,0
800,-95,0
801,-68,1
802,-97,0
803,-91,0
804,-68,1
805,-69,1
806,-90,0
807,-70,1
808,-96,0
809,-99,0
810,-100,0
811,-70,1
812,-89,0
813,-99,0
814,-89,0
815,-100,0
816,-90,0
817,-89,0
818,-96,0
819,-99,0
820,-95,0
821,-72,1
822,-100,0
823,-95,0
824,-99,0
825,-71,1
826,-66,1
827,-90,0
828,-90,0
829,-72,1
830,-90,0
831,-97,0
832,-99,0
833,-69,1
834,-97,0
835,-67,1
836,-68,1
837,-100,0
838,-90,0
839,-93,0
840,-99,0
841,-68,1
842,-89,0
843,-87,0
844,-69,1
845,-89,0
846,-89,0
847,-71,1
848,-89,0
849,-69,1
850,-89,0
851,-100,0
852,-89,0
853,-69,1
854,-96,0
855,-99,0
856,-99,0
857,-100,0
858,-88,0
859,-90,0
860,-97,0
861,-95,0
862,-73,1
863,-100,0
864,-71,1
865,-89,0
866,-90,0
867,-87,0
868,-68,1
869,-95,0
870,-96,0
871,-68,1
872,-89,0
873,-89,0
874,-90,0
875,-99,0
876,-100,0
877,-89,0
878,-89,0
879,-73,1
880,-69,1
881,-66,1
882,-100,0
883,-71,1
884,-100,0
885,-90,0
886,-71,1
887,-71,1
888,-90,0
889,-68,1
890,-67,1
891,-99,0
892,-91,0
893,-90,0
894,-89,0
895,-101,0
896,-89,0
897,-99,0
898,-90,0
899,-90,0
900,-90,0
901,-96,0
902,-68,1
903,-67,1
904,-89,0
905,-100,0
906,-69,1
907,-67,1
908,-72,1
909,-68,1
910,-70,1
911,-69,1
912,-90,0
913,-89,0
914,-90,0
915,-94,0
916,-94,0
917,-96,0
918,-90,0
919,-72,1
920,-70,1
921,-98,0
922,-99,0
923,-68,1
924,-96,0
925,-99,0
926,-89,0
927,-70,1
928,-66,1
929,-90,0
930,-97,0
931,-97,0
932,-96,0
933,-89,0
934,-96,0
935,-90,0
936,-72,1
937,-88,0
938,-95,0
939,-94,0
940,-90,0
941,-70,1
942,-97,0
943,-72,1
944,-90,0
945,-69,1
946,-100,0
947,-100,0
948,-90,0
949,-68,1
950,-89,0
951,-96,0
952,-100,0
953,-99,0
954,-89,0
955,-95,0
956,-99,0
957,-88,0
958,-99,0
959,-69,1
960,-89,0
961,-93,0
962,-90,0
963,-96,0
964,-96,0
965,-99,0
966,-90,0
967,-88,0
968,-68,1
969,-95,0
970,-97,0
971,-90,0
972,-89,0
973,-89,0
974,-99,0
975,-67,1
976,-90,0
977,-96,0
978,-99,0
979,-68,1
980,-99,0
981,-66,1
982,-99,0
983,-97,0
984,-71,1
985,-90,0
986,-67,1
987,-99,0
988,-90,0
989,-90,0
990,-96,0
991,-69,1
992,-89,0
993,-89,0
994,-96,0
995,-68,1
996,-100,0
997,-89,0
998,-94,0
999,-69,1
1000,-99,0
1001,-87,0
1002,-68,1
1003,-88,0
1004,-69,1
1005,-70,1
1006,-72,1
1007,-68,1
1008,-71,1
1009,-69,1
1010,-71,1
1011,-89,0
1012,-68,1
1013,-96,0
1014,-68,1
1015,-89,0
1016,-88,0
1017,-90,0
1018,-71,1
1019,-96,0
1020,-67,1
1021,-71,1
1022,-71,1
1023,-97,0
1024,-89,0
1025,-94,0
1026,-89,0
1027,-95,0
1028,-98,0
1029,-67,1
1030,-99,0
1031,-94,0
1032,-97,0
1033,-89,0
1034,-90,0
1035,-91,0
1036,-69,1
1037,-93,0
1038,-89,0
1039,-100,0
1040,-71,1
1041,-89,0
1042,-90,0
1043,-90,0
1044,-90,0
1045,-89,0
1046,-99,0
1047,-70,1
1048,-88,0
1049,-90,0
1050,-89,0
1051,-89,0
1052,-89,0
1053,-70,1
1054,-94,0
1055,-90,0
1056,-66,1
1057,-97,0
1058,-89,0
1059,-89,0
1060,-69,1
1061,-67,1
1062,-69,1
1063,-69,1
1064,-89,0
1065,-70,1
1066,-99,0
1067,-89,0
1068,-95,0
1069,-69,1
1070,-69,1
1071,-90,0
1072,-93,0
1073,-97,0
1074,-89,0
1075,-89,0
1076,-70,1
1077,-100,0
1078,-67,1
1079,-96,0
1080,-99,0
1081,-99,0
1082,-98,0
1083,-99,0
1084,-71,1
1085,-89,0
1086,-88,0
1087,-97,0
1088,-90,0
1089,-95,0
1090,-96,0
1091,-90,0
1092,-67,1
1093,-96,0
1094,-90,0
1095,-89,0
1096,-68,1
1097,-98,0
1098,-71,1
1099,-70,1
1100,-99,0
1101,-96,0
1102,-99,0
1103,-70,1
1104,-70,1
1105,-96,0
1106,-89,0
1107,-89,0
1108,-98,0
1109,-89,0
1110,-89,0
1111,-72,1
1112,-89,0
1113,-99,0
1114,-94,0
1115,-89,0
1116,-90,0
1117,-90,0
1118,-97,0
1119,-89,0
1120,-69,1
1121,-68,1
1122,-98,0
1123,-89,0
1124,-90,0
1125,-95,0
1126,-68,1
1127,-96,0
1128,-100,0
1129,-70,1
1130,-67,1
1131,-71,1
1132,-96,0
1133,-89,0
1134,-90,0
1135,-89,0
1136,-66,1
1137,-96,0
1138,-94,0
1139,-94,0
1140,-97,0
1141,-97,0
1142,-67,1
1143,-98,0
1144,-89,0
1145,-71,1
1146,-99,0
1147,-91,0
1148,-67,1
1149,-70,1
1150,-89,0
1151,-71,1
1152,-89,0
1153,-90,0
1154,-99,0
1155,-90,0
1156,-95,0
1157,-69,1
1158,-95,0
1159,-69,1
1160,-65,1
1161,-96,0
1162,-90,0
1163,-71,1
1164,-89,0
1165,-70,1
1166,-67,1
1167,-89,0
1168,-90,0
1169,-90,0
1170,-99,0
1171,-99,0
1172,-89,0
1173,-70,1
1174,-89,0
1175,-96,0
1176,-96,0
1177,-72,1
1178,-66,1
1179,-90,0
1180,-89,0
1181,-89,0
1182,-98,0
1183,-95,0
1184,-89,0
1185,-100,0
1186,-99,0
1187,-89,0
1188,-73,1
1189,-89,0
1190,-97,0
1191,-67,1
1192,-98,0
1193,-99,0
1194,-69,1
1195,-89,0
1196,-89,0
1197,-89,0
1198,-96,0
1199,-100,0
1200,-99,0
1201,-96,0
1202,-95,0
1203,-90,0
1204,-73,1
1205,-89,0
1206,-87,0
1207,-68,1
1208,-89,0
1209,-71,1
1210,-73,1
1211,-96,0
1212,-96,0
1213,-98,0
1214,-68,1
1215,-97,0
1216,-95,0
1217,-99,0
1218,-98,0
1219,-94,0
1220,-100,0
1221,-99,0
1222,-99,0
1223,-99,0
1224,-73,1
1225,-89,0
1226,-89,0
1227,-90,0
1228,-96,0
1229,-89,0
1230,-70,1
1231,-96,0
1232,-70,1
1233,-73,1
1234,-90,0
1235,-89,0
1236,-69,1
1237,-89,0
1238,-67,1
1239,-94,0
1240,-97,0
1241,-70,1
1242,-90,0
1243,-89,0
1244,-98,0
1245,-89,0
1246,-89,0
1247,-72,1
1248,-68,1
1249,-89,0
1250,-100,0
1251,-100,0
1252,-89,0
1253,-87,0
1254,-94,0
1255,-98,0
1256,-69,1
1257,-68,1
1258,-89,0
1259,-100,0
1260,-90,0
1261,-66,1
1262,-98,0
1263,-70,1
1264,-70,1
1265,-99,0
1266,-86,0
1267,-90,0
1268,-66,1
1269,-73,1
1270,-89,0
1271,-98,0
1272,-90,0
1273,-90,0
1274,-69,1
1275,-100,0
1276,-89,0
1277,-96,0
1278,-97,0
1279,-69,1
1280,-96,0
1281,-67,1
1282,-70,1
1283,-96,0
1284,-89,0
1285,-70,1
1286,-90,0
1287,-97,0
1288,-89,0
1289,-90,0
1290,-68,1
1291,-91,0
1292,-100,0
1293,-69,1
1294,-96,0
1295,-98,0
1296,-99,0
1297,-99,0
1298,-90,0
1299,-90,0
1300,-89,0
1301,-71,1
1302,-90,0
1303,-97,0
1304,-68,1
1305,-69,1
1306,-72,1
1307,-89,0
1308,-70,1
1309,-70,1
1310,-87,0
1311,-69,1
1312,-66,1
1313,-70,1
1314,-98,0
1315,-89,0
1316,-99,0
1317,-89,0
1318,-99,0
1319,-89,0
1320,-90,0
1321,-100,0
1322,-68,1
1323,-98,0
1324,-66,1
1325,-89,0
1326,-99,0
1327,-72,1
1328,-89,0
1329,-100,0
1330,-89,0
1331,-72,1
1332,-99,0
1333,-89,0
1334,-90,0
1335,-71,1
1336,-100,0
1337,-96,1
1338,-89,0
1339,-89,0
1340,-99,0
1341,-66,1
1342,-96,0
1343,-89,0
1344,-68,1
1345,-89,0
1346,-73,1
1347,-97,0
1348,-89,0
1349,-97,0
1350,-68,1
1351,-90,0
1352,-96,0
1353,-89,0
1354,-97,0
1355,-96,0
1356,-69,1
1357,-98,0
1358,-72,1
1359,-90,0
1360,-68,1
1361,-68,1
1362,-89,0
1363,-96,0
1364,-91,0
1365,-88,0
1366,-69,1
1367,-90,0
1368,-99,0
1369,-70,1
1370,-98,0
1371,-89,0
1372,-69,1
1373,-70,1
1374,-89,0
1375,-71,1
1376,-96,0
1377,-69,1
1378,-99,0
1379,-70,1
1380,-69,1
1381,-69,1
1382,-71,1
1383,-67,1
1384,-89,0
1385,-99,0
1386,-67,1
1387,-91,0
1388,-95,0
1389,-96,0
1390,-88,0
1391,-97,0
1392,-96,0
1393,-89,0
1394,-96,0
1395,-99,0
1396,-69,1
1397,-90,0
1398,-67,1
1399,-96,0
1400,-100,0
1401,-68,1
1402,-90,0
1403,-89,0
1404,-99,0
1405,-74,1
1406,-90,0
1407,-99,0
1408,-90,0
1409,-100,0
1410,-68,1
1411,-93,0
1412,-96,0
1413,-98,0
1414,-90,0
1415,-100,0
1416,-73,1
1417,-95,0
1418,-95,0
1419,-100,0
1420,-72,1
1421,-68,1
1422,-99,0
1423,-96,0
1424,-89,0
1425,-91,0
1426,-99,0
1427,-97,0
1428,-70,1
1429,-69,1
1430,-71,1
1431,-99,0
1432,-67,1
1433,-99,0
1434,-95,0
1435,-68,1
1436,-90,0
1437,-69,1
1438,-99,0
1439,-88,0
1440,-99,0
1441,-99,0
1442,-89,0
1443,-96,0
1444,-67,1
1445,-98,0
1446,-69,1
1447,-99,0
1448,-89,0
1449,-89,0
1450,-98,0
1451,-98,0
1452,-67,1
1453,-89,0
1454,-72,1
1455,-69,1
1456,-67,1
1457,-90,0
1458,-97,0
1459,-99,0
1460,-98,0
1461,-74,1
1462,-101,0
1463,-72,1
1464,-89,0
1465,-97,0
1466,-99,0
1467,-87,0
1468,-89,0
1469,-71,1
1470,-74,1
1471,-67,1
1472,-95,0
1473,-68,1
1474,-97,0
1475,-95,0
1476,-95,0
1477,-89,0
1478,-97,0
1479,-94,0
1480,-98,0
1481,-69,1
1482,-67,1
1483,-89,0
1484,-96,0
1485,-70,1
1486,-100,0
1487,-97,0
1488,-95,0
1489,-68,1
1490,-90,0
1491,-98,0
1492,-100,0
1493,-89,0
1494,-90,0
1495,-70,1
1496,-90,0
1497,-89,0
1498,-67,1
1499,-89,0
1500,-96,0
1501,-95,0
1502,-96,0
1503,-89,0
1504,-89,0
1505,-65,1
1506,-70,1
1507,-99,0
1508,-90,0
1509,-72,1
1510,-91,0
1511,-100,0
1512,-95,0
1513,-89,0
1514,-90,0
1515,-90,0
1516,-91,0
1517,-96,0
1518,-72,1
1519,-99,0
1520,-99,0
1521,-98,0
1522,-90,0
1523,-99,0
1524,-68,1
1525,-72,1
1526,-91,0
1527,-90,0
1528,-70,1
1529,-66,1
1530,-89,0
1531,-90,0
1532,-69,1
1533,-96,0
1534,-73,1
1535,-90,0
1536,-67,1
1537,-91,0
1538,-91,0
1539,-70,1
1540,-99,0
1541,-89,0
1542,-89,0
1543,-100,0
1544,-99,0
1545,-67,1
1546,-89,0
1547,-89,0
1548,-89,0
1549,-90,0
1550,-100,0
1551,-98,0
1552,-96,0
1553,-70,1
1554,-70,1
1555,-89,0
1556,-72,1
1557,-68,1
1558,-89,0
1559,-90,0
1560,-69,1
1561,-93,0
1562,-93,0
1563,-89,0
1564,-89,0
1565,-90,0
1566,-90,0
1567,-89,0
1568,-70,1
1569,-90,0
1570,-96,0
1571,-89,0
1572,-73,1
1573,-71,1
1574,-98,0
1575,-96,0
1576,-98,0
1577,-68,1
1578,-71,1
1579,-96,0
1580,-97,0
1581,-94,0
1582,-97,0
1583,-90,0
1584,-71,1
1585,-67,1
1586,-89,0
1587,-89,0
1588,-99,0
1589,-67,1
1590,-90,0
1591,-67,1
1592,-89,0
1593,-89,0
1594,-68,1
1595,-90,0
1596,-96,0
1597,-89,0
1598,-89,0
1599,-99,0
1600,-97,0
1601,-96,0
1602,-98,0
1603,-90,0
1604,-101,0
1605,-100,0
1606,-99,0
1607,-99,0
1608,-90,0
1609,-99,0
1610,-71,1
1611,-100,0
1612,-95,0
1613,-96,0
1614,-89,0
1615,-99,0
1616,-69,1
1617,-99,0
1618,-96,0
1619,-68,1
1620,-96,0
1621,-65,1
1622,-68,1
1623,-97,0
1624,-89,0
1625,-90,0
1626,-70,1
1627,-96,0
1628,-90,0
1629,-70,1
1630,-96,0
1631,-68,1
1632,-89,0
1633,-68,1
1634,-69,1
1635,-68,1
1636,-66,1
1637,-90,0
1638,-97,0
1639,-66,1
1640,-89,0
1641,-100,0
1642,-99,0
1643,-69,1
1644,-90,0
1645,-99,0
1646,-89,0
1647,-68,1
1648,-89,0
1649,-99,0
1650,-76,1
1651,-100,0
1652,-90,0
1653,-96,0
1654,-93,0
1655,-69,1
1656,-94,0
1657,-89,0
1658,-98,0
1659,-90,0
1660,-89,0
1661,-68,1
1662,-66,1
1663,-99,0
1664,-100,0
1665,-72,1
1666,-90,0
1667,-88,0
1668,-100,0
1669,-99,0
1670,-96,0
1671,-89,0
1672,-66,1
1673,-99,0
1674,-99,0
1675,-70,1
1676,-89,0
1677,-66,1
1678,-96,0
1679,-99,0
1680,-97,0
1681,-89,0
1682,-93,0
1683,-96,0
1684,-90,0
1685,-96,0
1686,-94,0
1687,-95,0
1688,-100,0
1689,-70,1
1690,-65,1
1691,-71,1
1692,-98,0
1693,-89,0
1694,-101,0
1695,-97,0
1696,-96,0
1697,-90,0
1698,-100,0
1699,-96,0
1700,-89,0
1701,-89,0
1702,-68,1
1703,-89,0
1704,-89,0
1705,-89,0
1706,-68,1
1707,-68,1
1708,-98,0
1709,-89,0
1710,-89,0
1711,-100,0
1712,-89,0
1713,-89,0
1714,-91,0
1715,-89,0
1716,-99,0
1717,-100,0
1718,-97,0
1719,-96,0
1720,-96,0
1721,-89,0
1722,-97,0
1723,-88,0
1724,-70,1
1725,-67,1
1726,-90,0
1727,-100,0
1728,-67,1
1729,-90,0
1730,-90,0
1731,-99,0
1732,-69,1
1733,-89,0
1734,-90,0
1735,-69,1
1736,-96,0
1737,-99,0
1738,-95,0
1739,-90,0
1740,-67,1
1741,-89,0
1742,-96,0
1743,-89,0
1744,-96,0
1745,-89,0
1746,-68,1
1747,-68,1
1748,-90,0
1749,-100,0
1750,-90,0
1751,-66,1
1752,-68,1
1753,-97,0
1754,-100,0
1755,-69,1
1756,-96,0
1757,-89,0
1758,-93,0
1759,-99,0
1760,-99,0
1761,-69,1
1762,-90,0
1763,-99,0
1764,-89,0
1765,-69,1
1766,-95,0
1767,-89,0
1768,-69,1
1769,-99,0
1770,-68,1
1771,-69,1
1772,-89,0
1773,-69,1
1774,-99,0
1775,-99,0
1776,-89,0
1777,-89,0
1778,-68,1
1779,-68,1
1780,-97,0
1781,-97,0
1782,-72,1
1783,-99,0
1784,-90,0
1785,-90,0
1786,-98,0
1787,-94,0
1788,-89,0
1789,-88,0
1790,-99,0
1791,-89,0
1792,-71,1
1793,-95,0
1794,-89,0
1795,-97,0
1796,-71,1
1797,-67,1
1798,-97,0
1799,-91,0
1800,-66,1
1801,-73,1
1802,-99,0
1803,-90,0
1804,-98,0
1805,-96,0
1806,-95,0
1807,-68,1
1808,-89,0
1809,-89,0
1810,-99,0
1811,-100,0
1812,-89,0
1813,-69,1
1814,-68,1
1815,-99,0
1816,-94,0
1817,-99,0
1818,-66,1
1819,-87,0
1820,-95,0
1821,-67,1
1822,-65,1
1823,-100,0
1824,-68,1
1825,-99,0
1826,-67,1
1827,-69,1
1828,-96,0
1829,-90,0
1830,-100,0
1831,-90,0
1832,-89,0
1833,-89,0
1834,-64,1
1835,-70,1
1836,-89,0
1837,-96,0
1838,-68,1
1839,-96,0
1840,-72,1
1841,-100,0
1842,-68,1
1843,-89,0
1844,-70,1
1845,-101,0
1846,-67,1
1847,-90,0
1848,-96,0
1849,-68,1
1850,-68,1
1851,-67,1
1852,-99,0
1853,-93,0
1854,-89,0
1855,-96,0
1856,-89,0
1857,-89,0
1858,-67,1
1859,-90,0
1860,-89,0
1861,-69,1
1862,-99,0
1863,-96,0
1864,-89,0
1865,-96,0
1866,-90,0
1867,-89,0
1868,-89,0
1869,-89,0
1870,-100,0
1871,-89,0
1872,-99,0
