"rssi","uuid","eventId","logType","timeStamp"
"-89","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331838673"
"-96","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331838800"
"-93","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331838920"
"-87","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839043"
"-77","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839167"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839262"
"-81","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839386"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839509"
"-81","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839623"
"-82","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839758"
"-75","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331839880"
"-80","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840011"
"-75","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840116"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840249"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840370"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840475"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840600"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840727"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840820"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331840942"
"-71","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841062"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841186"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841320"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841449"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841572"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841692"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841818"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331841937"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842067"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842152"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842277"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842387"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842521"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842643"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842756"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842877"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331842997"
"-71","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331843119"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331843251"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331843499"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331843740"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331843976"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844096"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844227"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844316"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844447"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844571"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844692"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844802"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331844932"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845056"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845173"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845301"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845415"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845538"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845630"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331845903"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846007"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846157"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846247"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846375"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846495"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846618"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331846740"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847010"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847100"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847233"
"-67","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847360"
"-67","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847449"
"-68","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847576"
"-69","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847687"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847823"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331847939"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848054"
"-77","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848190"
"-78","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848285"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848402"
"-74","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848531"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848674"
"-77","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848771"
"-79","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331848889"
"-84","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849016"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849125"
"-71","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849249"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849375"
"-74","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849498"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849760"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331849854"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850010"
"-71","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850096"
"-71","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850222"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850345"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850468"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850579"
"-77","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850701"
"-77","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850818"
"-80","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331850944"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851069"
"-88","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851199"
"-78","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851324"
"-76","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851443"
"-73","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851536"
"-72","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851685"
"-71","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851804"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331851931"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852051"
"-70","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852164"
"-86","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852257"
"-86","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852383"
"-85","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852504"
"-84","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852627"
"-85","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852764"
"-85","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852885"
"-85","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331852984"
"-87","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331853106"
"-91","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331853234"
"-86","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331853360"
"-82","23b597d5-b6c6-4ab7-be9d-913e5097b814","0","0","1647331853473"
